|            Time |             Spots |              Bands |               flux |
|             0.0 |               0.0 |    0.0149118164523 |    0.0149118164523 |
| 0.0208333333333 |               0.0 |     0.014872983571 |     0.014872983571 |
| 0.0416666666667 |               0.0 |    0.0147567930226 |    0.0147567930226 |
|          0.0625 |               0.0 |    0.0145641660433 |    0.0145641660433 |
| 0.0833333333333 |               0.0 |    0.0142966278891 |    0.0142966278891 |
|  0.104166666667 |               0.0 |    0.0139562927441 |    0.0139562927441 |
|           0.125 |               0.0 |    0.0135458428161 |    0.0135458428161 |
|  0.145833333333 |               0.0 |     0.013068501845 |     0.013068501845 |
|  0.166666666667 |               0.0 |    0.0125280033037 |    0.0125280033037 |
|          0.1875 |               0.0 |     0.011928553632 |     0.011928553632 |
|  0.208333333333 |               0.0 |    0.0112747908929 |    0.0112747908929 |
|  0.229166666667 |               0.0 |    0.0105717392933 |    0.0105717392933 |
|            0.25 |               0.0 |    0.0098247600502 |    0.0098247600502 |
|  0.270833333333 |               0.0 |   0.00903949912577 |   0.00903949912577 |
|  0.291666666667 |               0.0 |   0.00822183238499 |   0.00822183238499 |
|          0.3125 |               0.0 |   0.00737780875776 |   0.00737780875776 |
|  0.333333333333 |               0.0 |   0.00651359200662 |   0.00651359200662 |
|  0.354166666667 |               0.0 |   0.00563540171604 |   0.00563540171604 |
|           0.375 |               0.0 |   0.00474945412581 |   0.00474945412581 |
|  0.395833333333 |               0.0 |   0.00386190343183 |   0.00386190343183 |
|  0.416666666667 |               0.0 |   0.00297878417109 |   0.00297878417109 |
|          0.4375 |               0.0 |   0.00210595529493 |   0.00210595529493 |
|  0.458333333333 |               0.0 |   0.00124904651456 |   0.00124904651456 |
|  0.479166666667 |               0.0 |  0.000413407477653 |  0.000413407477653 |
|             0.5 |               0.0 | -0.000395939697574 | -0.000395939697574 |
|  0.520833333333 |               0.0 |  -0.00117434404187 |  -0.00117434404187 |
|  0.541666666667 |               0.0 |  -0.00191756506177 |  -0.00191756506177 |
|          0.5625 |               0.0 |  -0.00262180737536 |  -0.00262180737536 |
|  0.583333333333 |               0.0 |  -0.00328375031038 |  -0.00328375031038 |
|  0.604166666667 |               0.0 |  -0.00390057217379 |  -0.00390057217379 |
|           0.625 |               0.0 |  -0.00446996896054 |  -0.00446996896054 |
|  0.645833333333 |               0.0 |  -0.00499016733061 |  -0.00499016733061 |
|  0.666666666667 |               0.0 |  -0.00545993174623 |  -0.00545993174623 |
|          0.6875 |               0.0 |  -0.00587856572515 |  -0.00587856572515 |
|  0.708333333333 |               0.0 |  -0.00624590723059 |  -0.00624590723059 |
|  0.729166666667 |               0.0 |  -0.00656231828211 |  -0.00656231828211 |
|            0.75 |               0.0 |  -0.00682866893527 |  -0.00682866893527 |
|  0.770833333333 |               0.0 |   -0.0070463158388 |   -0.0070463158388 |
|  0.791666666667 |               0.0 |   -0.0072170756375 |   -0.0072170756375 |
|          0.8125 |               0.0 |  -0.00734319354453 |  -0.00734319354453 |
|  0.833333333333 |               0.0 |  -0.00742730745962 |  -0.00742730745962 |
|  0.854166666667 |               0.0 |  -0.00747240805735 |  -0.00747240805735 |
|           0.875 |               0.0 |  -0.00748179531334 |  -0.00748179531334 |
|  0.895833333333 |               0.0 |  -0.00745903197426 |  -0.00745903197426 |
|  0.916666666667 |               0.0 |  -0.00740789451004 |  -0.00740789451004 |
|          0.9375 |               0.0 |   -0.0073323221134 |   -0.0073323221134 |
|  0.958333333333 |               0.0 |  -0.00723636433185 |  -0.00723636433185 |
|  0.979166666667 |               0.0 |  -0.00712412793143 |  -0.00712412793143 |
|             1.0 |               0.0 |  -0.00699972359833 |  -0.00699972359833 |
|   1.02083333333 |               0.0 |  -0.00686721308518 |  -0.00686721308518 |
|   1.04166666667 |               0.0 |   -0.0067305574026 |   -0.0067305574026 |
|          1.0625 |               0.0 |   -0.0065935666434 |   -0.0065935666434 |
|   1.08333333333 |               0.0 |  -0.00645985200791 |  -0.00645985200791 |
|   1.10416666667 |               0.0 |  -0.00633278057284 |  -0.00633278057284 |
|           1.125 |               0.0 |   -0.0062154333146 |   -0.0062154333146 |
|   1.14583333333 |               0.0 |  -0.00611056686087 |  -0.00611056686087 |
|   1.16666666667 |               0.0 |  -0.00602057940135 |  -0.00602057940135 |
|          1.1875 |               0.0 |  -0.00594748114166 |  -0.00594748114166 |
|   1.20833333333 |               0.0 |  -0.00589286963275 |  -0.00589286963275 |
|   1.22916666667 |               0.0 |   -0.0058579102529 |   -0.0058579102529 |
|            1.25 |               0.0 |   -0.0058433220614 |   -0.0058433220614 |
|   1.27083333333 |               0.0 |  -0.00584936918214 |  -0.00584936918214 |
|   1.29166666667 |               0.0 |   -0.0058758578131 |   -0.0058758578131 |
|          1.3125 |               0.0 |  -0.00592213889426 |  -0.00592213889426 |
|   1.33333333333 |               0.0 |   -0.0059871164026 |   -0.0059871164026 |
|   1.35416666667 |               0.0 |  -0.00606926117962 |  -0.00606926117962 |
|           1.375 |               0.0 |  -0.00616663013412 |  -0.00616663013412 |
|   1.39583333333 |               0.0 |  -0.00627689060265 |  -0.00627689060265 |
|   1.41666666667 |               0.0 |  -0.00639734959148 |  -0.00639734959148 |
|          1.4375 |               0.0 |  -0.00652498756918 |  -0.00652498756918 |
|   1.45833333333 |               0.0 |  -0.00665649642678 |  -0.00665649642678 |
|   1.47916666667 |               0.0 |  -0.00678832117583 |  -0.00678832117583 |
|             1.5 |               0.0 |  -0.00691670491156 |  -0.00691670491156 |
|   1.52083333333 |               0.0 |  -0.00703773653143 |  -0.00703773653143 |
|   1.54166666667 |               0.0 |  -0.00714740066745 |  -0.00714740066745 |
|          1.5625 |               0.0 |  -0.00724162926496 |  -0.00724162926496 |
|   1.58333333333 |               0.0 |  -0.00731635422129 |  -0.00731635422129 |
|   1.60416666667 |               0.0 |  -0.00736756048456 |  -0.00736756048456 |
|           1.625 |               0.0 |  -0.00739133900674 |  -0.00739133900674 |
|   1.64583333333 |               0.0 |  -0.00738393894543 |  -0.00738393894543 |
|   1.66666666667 |               0.0 |  -0.00734181851594 |  -0.00734181851594 |
|          1.6875 |               0.0 |  -0.00726169390903 |  -0.00726169390903 |
|   1.70833333333 |               0.0 |  -0.00714058570975 |  -0.00714058570975 |
|   1.72916666667 |               0.0 |  -0.00697586227957 |  -0.00697586227957 |
|            1.75 |               0.0 |  -0.00676527959623 |  -0.00676527959623 |
|   1.77083333333 |               0.0 |  -0.00650701708391 |  -0.00650701708391 |
|   1.79166666667 |               0.0 |  -0.00619970900965 |  -0.00619970900965 |
|          1.8125 |               0.0 |     -0.00584247107 |     -0.00584247107 |
|   1.83333333333 |               0.0 |  -0.00543492184403 |  -0.00543492184403 |
|   1.85416666667 |               0.0 |  -0.00497719884484 |  -0.00497719884484 |
|           1.875 |               0.0 |  -0.00446996896054 |  -0.00446996896054 |
|   1.89583333333 |               0.0 |  -0.00391443313694 |  -0.00391443313694 |
|   1.91666666667 |               0.0 |  -0.00331232521747 |  -0.00331232521747 |
|          1.9375 |               0.0 |  -0.00266590491934 |  -0.00266590491934 |
|   1.95833333333 |               0.0 |  -0.00197794498997 |  -0.00197794498997 |
|   1.97916666667 |               0.0 |  -0.00125171265112 |  -0.00125171265112 |
|             2.0 |               0.0 | -0.000490945501375 | -0.000490945501375 |
|   2.02083333333 |               0.0 |  0.000300177891434 |  0.000300177891434 |
|   2.04166666667 |               0.0 |   0.00111707241748 |   0.00111707241748 |
|          2.0625 |               0.0 |   0.00195478552608 |   0.00195478552608 |
|   2.08333333333 |               0.0 |   0.00280804060299 |   0.00280804060299 |
|   2.10416666667 |               0.0 |   0.00367128417846 |   0.00367128417846 |
|           2.125 |               0.0 |   0.00453873647803 |   0.00453873647803 |
|   2.14583333333 |               0.0 |   0.00540444479034 |   0.00540444479034 |
|   2.16666666667 |               0.0 |   0.00626233909456 |   0.00626233909456 |
|          2.1875 |               0.0 |   0.00710628936402 |   0.00710628936402 |
|   2.20833333333 |               0.0 |   0.00793016394341 |   0.00793016394341 |
|   2.22916666667 |               0.0 |   0.00872788838362 |   0.00872788838362 |
|            2.25 |               0.0 |   0.00949350411228 |   0.00949350411228 |
|   2.27083333333 |               0.0 |    0.0102212263185 |    0.0102212263185 |
|   2.29166666667 |               0.0 |    0.0109055004373 |    0.0109055004373 |
|          2.3125 |               0.0 |    0.0115410566336 |    0.0115410566336 |
|   2.33333333333 |               0.0 |    0.0121229617053 |    0.0121229617053 |
|   2.35416666667 |               0.0 |    0.0126466678529 |    0.0126466678529 |
|           2.375 |               0.0 |    0.0131080577943 |    0.0131080577943 |
|   2.39583333333 |               0.0 |    0.0135034857438 |    0.0135034857438 |
|   2.41666666667 |               0.0 |    0.0138298138155 |    0.0138298138155 |
|          2.4375 |               0.0 |    0.0140844434628 |    0.0140844434628 |
|   2.45833333333 |               0.0 |    0.0142653416154 |    0.0142653416154 |
|   2.47916666667 |               0.0 |    0.0143710612339 |    0.0143710612339 |
|             2.5 |               0.0 |    0.0144007560598 |    0.0144007560598 |
|   2.52083333333 |               0.0 |    0.0143541894019 |    0.0143541894019 |
|   2.54166666667 |               0.0 |    0.0142317368636 |    0.0142317368636 |
|          2.5625 |               0.0 |    0.0140343829782 |    0.0140343829782 |
|   2.58333333333 |               0.0 |     0.013763711788 |     0.013763711788 |
|   2.60416666667 |               0.0 |    0.0134218914642 |    0.0134218914642 |
|           2.625 |               0.0 |    0.0130116531296 |    0.0130116531296 |
|   2.64583333333 |               0.0 |    0.0125362641091 |    0.0125362641091 |
|   2.66666666667 |               0.0 |    0.0119994958894 |    0.0119994958894 |
|          2.6875 |               0.0 |    0.0114055871296 |    0.0114055871296 |
|   2.70833333333 |               0.0 |    0.0107592021127 |    0.0107592021127 |
|   2.72916666667 |               0.0 |    0.0100653850804 |    0.0100653850804 |
|            2.75 |               0.0 |   0.00932951093433 |   0.00932951093433 |
|   2.77083333333 |               0.0 |    0.0085572328266 |    0.0085572328266 |
|   2.79166666667 |               0.0 |   0.00775442719528 |   0.00775442719528 |
