|        Time |     Flux |
|     8.79529 | 0.993157 |
|     8.80389 |  1.00088 |
|      8.8125 | 0.996095 |
|     8.82111 |  1.00691 |
|     8.82971 |  1.00014 |
|     8.83856 | 0.990561 |
|     8.84692 |  1.01456 |
|     8.85553 | 0.996274 |
|     8.86414 | 0.995133 |
|     8.87305 |  1.00566 |
|     8.88165 |  0.98585 |
|     8.89026 | 0.997139 |
|     8.89886 |  1.00367 |
|     8.90753 |  1.00784 |
|     8.91614 | 0.997124 |
|     8.92474 |  1.00035 |
|     8.93335 | 0.987982 |
|     8.94196 | 0.991092 |
|     8.95087 | 0.996781 |
|     8.95917 | 0.997342 |
|     8.96808 |  1.00151 |
|     8.97668 | 0.995687 |
|     8.98529 | 0.995547 |
|      8.9939 |  1.00462 |
|      9.0025 |  1.01574 |
|     9.01111 | 0.996622 |
|     9.01971 | 0.999953 |
|     9.02832 | 0.997972 |
|     9.03693 |  1.01137 |
|     9.04584 | 0.999478 |
|     9.05444 |  1.00717 |
|     9.06305 | 0.986502 |
|     9.07166 |  1.00534 |
|     9.08887 |  1.00051 |
|     9.09747 | 0.996941 |
|     9.10608 |  1.00661 |
|     9.11469 |  1.00084 |
|      9.1236 |  1.01048 |
|      9.1319 | 0.988279 |
|     9.14081 |  1.01043 |
|     9.14941 |  1.00704 |
|     9.15808 | 0.994758 |
|     9.16669 | 0.993896 |
|     9.17529 |  1.00099 |
|      9.1839 | 0.998648 |
|      9.1925 |  1.00944 |
|     9.20111 | 0.997824 |
|     9.20972 |  1.00361 |
|     9.21863 |  1.00681 |
|     9.22723 |  1.01336 |
|     9.23584 |  1.00419 |
|     9.24445 |  1.00113 |
|     9.25305 |  1.02624 |
|     9.26166 |  1.01432 |
|     9.27026 |  1.00849 |
|     9.27887 |  1.01804 |
|     9.28748 |  1.01018 |
|     9.29639 |  1.01505 |
|     9.30499 |  1.00216 |
|      9.3136 |  1.00562 |
|      9.3222 | 0.998962 |
|     9.33081 |   1.0025 |
|     9.33942 |  1.01154 |
|     9.34802 |  1.01274 |
|     9.35663 |  1.00349 |
|     9.36523 |  1.01232 |
|     9.37415 |  1.00829 |
|     9.38245 |  1.00233 |
|     9.39136 |  1.00258 |
|     9.39996 | 0.988555 |
|     9.40863 |  1.01421 |
|     9.41724 | 0.990395 |
|     9.42584 |  1.00566 |
|     9.43445 |   1.0133 |
|     9.44305 |  1.02076 |
|     9.45166 |  1.02033 |
|     9.48639 |  1.00729 |
|       9.495 |  1.01068 |
|      9.5036 |  1.01167 |
|     9.51221 |  1.01371 |
|     9.52081 |  1.00678 |
|     9.52972 |  1.02041 |
|     9.53802 |  0.99433 |
|     9.54663 |  1.01219 |
|     9.55524 |  1.02758 |
|     9.56415 |  1.00446 |
|     9.57275 |  1.00154 |
|     9.58136 | 0.998827 |
|     9.58997 |  1.00035 |
|     9.59857 |  1.00823 |
|     9.60718 |  1.01816 |
|     9.61578 |   1.0083 |
|     9.62439 |  1.01111 |
|       9.633 |  1.01579 |
|     9.64191 |  1.01318 |
|     9.65027 |  1.00013 |
|     9.65918 |  1.00514 |
|     9.66779 |  1.01448 |
|     9.67639 |  1.01294 |
|       9.685 |  1.01723 |
|      9.6936 |  1.01751 |
|     9.70221 |  1.01876 |
|     9.71082 |  1.00971 |
|     9.71948 |  1.00751 |
|     9.72809 |  1.01883 |
|     9.73694 |  1.01158 |
|     9.74554 |  1.00787 |
|     9.75415 |  1.00611 |
|     9.76276 |  1.01416 |
|     9.77136 |  1.01582 |
|     9.77997 |  1.00618 |
|     9.78857 |  1.00214 |
|     9.79718 |  1.00376 |
|     9.80585 |  1.01924 |
|      9.8147 |  1.02083 |
|     9.82306 |  1.00464 |
|     9.83191 |  1.02014 |
|     9.84052 |  1.02803 |
|     9.84912 |  1.01076 |
|     9.86633 |  1.01395 |
|     9.87524 |  1.02232 |
|     9.88361 |  1.00552 |
|     9.89246 |  1.01744 |
|     9.90973 |  1.01416 |
|     9.91833 |  1.01925 |
|     9.92694 |  1.03508 |
|     9.93555 |  1.01754 |
|     9.94415 |  1.00894 |
|     9.95282 |  1.01467 |
|     9.96143 |  1.01655 |
|     9.97003 |  1.00809 |
|     9.97888 |  1.00107 |
|     9.98749 |    1.011 |
|     9.99609 |  1.00384 |
|     10.0219 |  1.00675 |
|     10.0305 |  1.02881 |
|     10.0392 |  1.00835 |
|     10.0478 |  1.02242 |
|     10.0564 |  1.00914 |
|     10.0652 |  1.01421 |
|     10.0911 |  1.01319 |
|     10.0997 |  1.01691 |
|     10.1083 |  1.01216 |
|     10.1255 |  1.01491 |
|     10.1342 |  1.01574 |
|     10.1428 |  1.01964 |
|     10.1514 |  1.00503 |
|     10.1603 |  1.01954 |
|     10.1689 |  1.02125 |
|     10.1775 |  1.00831 |
|     10.1862 |  1.02031 |
|     10.1948 |  1.00469 |
|     10.2034 |  1.01847 |
|      10.212 |  1.02404 |
|     10.2206 |  1.02395 |
|     10.2292 |  1.02498 |
|      10.238 |  1.01487 |
|     10.2464 |   1.0277 |
|     10.2552 |  1.01763 |
|     10.2639 |  1.02389 |
|     10.2725 |  1.02515 |
|     10.2811 |  1.01672 |
|     10.2897 |  1.02644 |
|     10.2983 |  1.03396 |
|     10.3069 |   1.0114 |
|     10.3156 |  1.01763 |
|     10.3242 |  1.03165 |
|      10.333 |  1.02457 |
|     10.3416 |  0.99714 |
|     10.3503 |  1.01393 |
|     10.3589 |  1.00635 |
|     10.3675 |  1.00301 |
|     10.3761 |  1.00505 |
|     10.3847 |  1.01606 |
|     10.3933 |  1.02475 |
|     10.4022 |  1.00479 |
|     10.4108 |  1.02201 |
|     10.4192 |  1.00472 |
|     10.4281 |  1.01714 |
|     10.4367 |  1.02191 |
|     10.4539 |  1.01679 |
|     10.4625 |   1.0122 |
|     10.4711 |  1.03113 |
|     10.4797 |   1.0323 |
|     10.4883 |  1.00981 |
|     10.4969 |  1.01967 |
|     10.5059 |  1.01379 |
|     10.5145 |  1.02566 |
|     10.5231 |  1.01885 |
|     10.5317 |  1.02114 |
|     10.5403 |  1.02674 |
|     10.5489 |  1.01761 |
|     10.5575 |  1.01007 |
|     10.5661 |  1.02352 |
|     10.5747 |  1.02336 |
|     10.5836 |  1.02334 |
|     10.5919 |  1.02637 |
|     10.6008 |  1.01138 |
|     10.6094 |  1.03399 |
|      10.618 |  1.03044 |
|     10.6266 |  1.02601 |
|     10.6353 |  1.02336 |
|     10.6439 |  1.01903 |
|     10.6525 |  1.02234 |
|     10.6614 |  1.02079 |
|     10.6873 |  1.02463 |
|     10.6959 |  1.02598 |
|     10.7045 |  1.01795 |
|     10.7131 |  1.02718 |
|     10.7217 |  1.02076 |
|     10.7303 |  1.01646 |
|     10.7389 |  1.02672 |
|     10.7475 |  1.01959 |
|     10.7564 |  1.00977 |
|     10.7647 |  1.02033 |
|     10.7736 |   1.0251 |
|     10.7822 |  1.02452 |
|     10.7908 |  1.01365 |
|     10.7994 |  1.01268 |
|      10.808 |  1.01774 |
|     10.8167 |  1.02288 |
|     10.8253 |  1.01111 |
|     10.8339 |  1.04024 |
|     10.8425 |  1.02056 |
|     10.8514 |  1.04211 |
|       10.86 |  1.02597 |
|     10.8686 |  1.02547 |
|     10.8772 |  1.01654 |
|     10.8858 |  1.00967 |
|     10.8944 |  1.01481 |
|     10.9031 |  1.01874 |
|     10.9117 |  1.01546 |
|     10.9292 |   1.0165 |
|     10.9378 |  1.01881 |
|     10.9464 |  1.01953 |
|      10.955 |  1.01383 |
|     10.9636 |  1.01778 |
|     10.9894 |  1.00939 |
|      10.998 |  1.02455 |
|      11.007 |  1.02119 |
|     11.0153 |   1.0337 |
|     11.0242 |  1.02592 |
|     11.0328 |  1.01896 |
|     11.0414 |  1.03868 |
|       11.05 |  1.02914 |
|     11.0586 |  1.01729 |
|     11.0672 |  1.02707 |
|     11.0758 |  1.01717 |
|     11.0844 |  1.00903 |
|      11.093 |  1.01925 |
|     11.1019 |  1.02105 |
|     11.1105 |  1.02103 |
|     11.1191 |  1.02132 |
|     11.1277 |  1.02053 |
|     11.1364 |  1.01506 |
|     11.1622 |  1.02201 |
|     11.1708 |  1.02647 |
|      11.197 |  1.00076 |
|     11.2056 |  1.02022 |
|     11.2142 |  1.01934 |
|     11.2228 |  1.01431 |
|     11.2314 |  1.02114 |
|       11.24 |  1.02258 |
|     11.2486 |  1.01276 |
|     11.2572 |   1.0287 |
|     11.2658 |  1.01102 |
|     11.2919 |  1.03461 |
|     11.3005 |  1.01354 |
|     11.3091 |  1.01327 |
|     11.3177 |  1.02573 |
|     11.3264 |   1.0308 |
|      11.335 |  1.02839 |
|     11.3439 |  1.01704 |
|     11.3522 |  1.02554 |
|     11.3608 |  1.02867 |
|     11.3697 |  1.00505 |
|     11.3783 |  1.02043 |
|     11.4042 |  1.02104 |
|     11.4128 |  1.02818 |
|     11.4214 |  1.01318 |
|       11.43 |  1.02479 |
|     11.4386 |  1.00441 |
|     11.4475 |  1.02194 |
|     11.4559 |  1.00913 |
|     11.4647 |  1.01135 |
|     11.4733 |  1.01842 |
|     11.4819 |  1.00799 |
|     11.4905 |   1.0213 |
|     11.4991 |    1.021 |
|     11.5078 |  1.02002 |
|     11.5164 |  1.01123 |
|      11.525 |  1.00382 |
|     11.5336 |  1.01793 |
|     11.5425 |  1.01609 |
|     11.5511 |  1.03006 |
|     11.5597 |   1.0151 |
|     11.5683 |   1.0234 |
|     11.5855 |  1.01567 |
|     11.5941 |  1.02438 |
|     11.6028 |  1.01591 |
|     11.6114 |  1.00978 |
|     11.6202 |  1.00544 |
|     11.6286 |  1.00443 |
|     11.6375 |  1.00748 |
|     11.6461 |  1.01728 |
|     11.6547 |  1.01535 |
|     11.6633 |  1.03459 |
|     11.6719 |  1.02066 |
|     11.6978 |  1.01686 |
|     11.7064 |  1.02432 |
|     11.7153 |  1.02499 |
|     11.7239 |  1.01352 |
|     11.7325 |   1.0171 |
|     11.7411 |  1.01481 |
|     11.7497 |    1.028 |
|      11.767 |  1.01634 |
|     11.7756 |  1.00858 |
|     11.7842 |  1.00437 |
|     11.8014 |  1.01692 |
|     11.8102 |  1.01061 |
|     11.8188 |  1.01558 |
|     11.8275 |  1.02095 |
|     11.8361 |  1.00608 |
|     11.8533 |  1.00479 |
|     11.8619 |  1.00977 |
|     11.8705 |  1.01635 |
|     11.8792 |  1.00968 |
|      11.888 |  1.02341 |
|     11.8966 |  1.00866 |
|     11.9053 |  1.01396 |
|     11.9139 |  1.00747 |
|     11.9225 |  1.01475 |
|     11.9312 |  1.02465 |
|     11.9398 |  1.01972 |
|     11.9486 |  1.02508 |
|      11.957 |  1.01079 |
|     11.9658 |  1.00494 |
|     11.9742 |  1.00656 |
|      11.983 |  1.02083 |
|     11.9916 |  1.01217 |
|     12.0175 |  1.00846 |
|     12.0261 |   1.0122 |
|     12.0347 |  1.01613 |
|     12.0433 | 0.999362 |
|     12.0522 | 0.993671 |
|     12.0608 |   1.0223 |
|     12.0695 |  1.02116 |
|     12.0781 |  1.01691 |
|     12.0867 |   1.0151 |
|     12.0953 |  1.00898 |
|     12.1039 |  1.02972 |
|     12.1125 |  1.01733 |
|     12.1213 |  1.01882 |
|     12.1297 |  1.00882 |
|     12.1385 |  1.00774 |
|     12.1469 |  1.01361 |
|     12.1645 |  1.00972 |
|     12.1731 |  1.01134 |
|     12.1817 |  1.01776 |
|     12.1903 |  1.00315 |
|     12.1989 |  1.00086 |
|     12.2075 |  1.00538 |
|     12.2161 |  1.01206 |
|     12.2247 |  1.00926 |
|     12.2336 |  1.00381 |
|     12.2422 |    1.002 |
|     12.2509 |   1.0024 |
|     12.2595 |  1.02615 |
|     12.2681 |  1.01199 |
|     12.2767 |  1.01529 |
|     12.2853 |  1.01803 |
|     12.2939 |  0.99229 |
|     12.3025 |  1.01489 |
|     12.3114 |  1.01246 |
|     12.3197 |  1.01919 |
|     12.3286 |   1.0168 |
|     12.3372 |  1.00506 |
|     12.3458 |  1.01806 |
|     12.3544 | 0.997132 |
|      12.363 |  1.00837 |
|     12.3716 |  1.01246 |
|     12.3802 |  0.99231 |
|     12.3975 |  1.02605 |
|     12.4064 |  1.00606 |
|      12.415 |  1.00278 |
|     12.4236 |  1.01315 |
|     12.4323 |  1.02289 |
|     12.4495 |  1.01463 |
|     12.4581 |  1.00204 |
|     12.4667 |  1.00425 |
|     12.4753 |  1.02785 |
|     12.4842 | 0.996236 |
|     12.4925 |  0.99627 |
|     12.5014 |  1.00149 |
|       12.51 |  1.00392 |
|     12.5186 |  0.99947 |
|     12.5272 |  1.01103 |
|     12.5358 |  1.00934 |
|     12.5444 |  1.00042 |
|      12.553 |  1.01718 |
|     12.5616 |    1.007 |
|     12.5703 |  1.01774 |
|     12.5792 |  1.01011 |
|     12.5878 |  1.00333 |
|      12.605 |  1.00642 |
|     12.6136 |  1.00267 |
|     12.6222 |  1.01136 |
|     12.6308 |   1.0053 |
|     12.6394 | 0.996996 |
|      12.648 | 0.999766 |
|      12.657 |  1.01349 |
|     12.6656 | 0.996523 |
|     12.6742 | 0.986915 |
|     12.6828 | 0.996532 |
|     12.6914 |  1.01105 |
|        12.7 |  1.01291 |
|     12.7086 |  1.00464 |
|     12.7172 |   1.0166 |
|     12.7258 | 0.990403 |
|     12.7344 |   1.0021 |
|      12.743 |   1.0111 |
|      12.752 |  1.00761 |
|     12.7606 | 0.999134 |
|     12.7692 | 0.999938 |
|     12.7778 |  1.02429 |
|     12.7864 | 0.998483 |
|      12.795 |  1.00131 |
|     12.8036 |  1.01747 |
|     12.8122 |  1.01704 |
|     12.8208 |  1.00622 |
|     12.8297 |  1.00668 |
|      12.838 |  1.00413 |
|     12.8469 |  1.00621 |
|     12.8555 |  1.00095 |
|     12.8641 |  1.01079 |
|     12.8727 | 0.985423 |
|     12.8813 |  1.00426 |
|       12.89 |  1.00522 |
|     12.8986 | 0.998962 |
|     12.9072 |  1.00729 |
|     12.9161 | 0.997685 |
|     12.9247 | 0.992197 |
|     12.9333 |  1.00215 |
|      12.942 |  1.01341 |
|     12.9506 | 0.992808 |
|     12.9592 |  1.01146 |
|     12.9678 | 0.997962 |
|     12.9764 |  1.00663 |
|      12.985 |  1.01067 |
|     12.9939 | 0.995004 |
|     13.0025 | 0.993629 |
|     13.0108 |  1.00155 |
|     13.0197 | 0.996324 |
|     13.0283 | 0.993074 |
|     13.0369 |  1.00619 |
|     13.0455 |  1.00714 |
|     13.0541 | 0.998848 |
|      13.063 |  1.00146 |
|     13.0714 | 0.995302 |
|     13.0886 | 0.999081 |
|     13.0975 |  1.01248 |
|     13.1061 |  1.01076 |
|     13.1147 |  1.00353 |
|     13.1319 |  1.00856 |
|     13.1405 |  0.99719 |
|     13.1491 | 0.993734 |
|     13.1578 |  1.00588 |
|     13.1664 | 0.998993 |
|     13.1753 | 0.998304 |
|     13.1837 | 0.986337 |
|     13.1925 |  1.00388 |
|     13.2011 |   1.0154 |
|     13.2097 |  1.00586 |
|     13.2183 |  1.01076 |
|     13.2269 |  1.00413 |
|     13.2441 | 0.998707 |
|     13.2528 |   1.0008 |
|     13.2614 |  1.01317 |
|     13.2703 |  1.00568 |
|     13.2789 |  1.01656 |
|     13.2875 | 0.993648 |
|     13.2961 | 0.990933 |
|     13.3047 |  1.00777 |
|     13.3133 |  1.00196 |
|     13.3219 | 0.999675 |
|     13.3305 | 0.993771 |
|     13.3392 |  1.00172 |
|      13.348 |  1.00837 |
|     13.3566 |  1.00346 |
|     13.3652 |  1.00221 |
|     13.3738 | 0.992101 |
|     13.3997 |  1.00422 |
|     13.4083 |  1.00606 |
|      13.417 |  1.00269 |
|     13.4258 | 0.996507 |
|     13.4342 | 0.994668 |
|     13.4431 |  1.00055 |
|     13.4517 | 0.990915 |
|     13.4603 |  1.00747 |
|     13.4689 | 0.994677 |
|     13.4775 | 0.988826 |
|     13.4861 |  1.00489 |
|     13.4948 | 0.991113 |
|     13.5036 |  1.01004 |
|      13.512 | 0.992163 |
|     13.5208 | 0.996615 |
|     13.5294 |   0.9988 |
|      13.538 |  1.00673 |
|     13.5466 |  1.00971 |
|     13.5552 |  1.00162 |
|     13.5638 | 0.990016 |
|     13.5897 |  1.00301 |
|     13.5983 |  1.00129 |
|     13.6069 |  1.00023 |
|     13.6155 | 0.999424 |
|     13.6244 |  1.00113 |
|      13.633 |  1.00183 |
|     13.6416 |  1.00487 |
|     13.6503 | 0.984857 |
|     13.6589 |  0.99327 |
|     13.6675 | 0.991954 |
|     13.6761 | 0.995175 |
|     13.6848 |  1.00549 |
|     13.6934 | 0.995228 |
|     13.7022 | 0.987085 |
|     13.7108 | 0.997389 |
|     13.7195 | 0.988119 |
|     13.7281 | 0.993557 |
|     13.7367 | 0.990928 |
|     13.7453 | 0.998032 |
|     13.7539 | 0.995293 |
|     13.7625 | 0.996263 |
|     13.7711 | 0.994256 |
|       13.78 |  0.99308 |
|     13.7883 | 0.991627 |
|     13.7972 | 0.998526 |
|     13.8058 | 0.998139 |
|     13.8145 | 0.984101 |
|     13.8317 |  1.00577 |
|     13.8403 | 0.993402 |
|     13.8489 | 0.987734 |
|     13.8575 | 0.998676 |
|     13.8661 | 0.980077 |
|     13.8749 |  0.98638 |
|     13.8836 | 0.988555 |
|     13.8922 | 0.980304 |
|     13.9008 | 0.990781 |
|     13.9095 | 0.992558 |
|     13.9181 | 0.989316 |
|     13.9267 | 0.989697 |
|     13.9355 | 0.990282 |
|     13.9439 | 0.989003 |
|     13.9525 | 0.980274 |
|     13.9611 | 0.991525 |
|     13.9872 | 0.998379 |
|     13.9958 | 0.974756 |
|     14.0045 | 0.992326 |
|     14.0131 | 0.983098 |
|     14.0217 | 0.996678 |
|     14.0303 | 0.988172 |
|     14.0389 | 0.983123 |
|     14.0478 |  1.00817 |
|     14.0564 | 0.993079 |
|     14.0822 | 0.988851 |
|     14.0908 | 0.993562 |
|     14.0994 |  1.00016 |
|      14.108 | 0.993633 |
|     14.1166 | 0.987147 |
|     14.1255 |  1.00015 |
|     14.1428 | 0.982141 |
|     14.1514 | 0.972838 |
|       14.16 | 0.996657 |
|     14.1686 |  1.00255 |
|     14.1772 | 0.992573 |
|     14.1859 |  1.00121 |
|     14.1945 | 0.995389 |
|     14.2031 |  0.99112 |
|     14.2117 | 0.984463 |
|     14.2206 | 0.989554 |
|     14.2292 |  1.00119 |
|     14.2378 | 0.989956 |
|     14.2464 |  0.98898 |
|      14.255 | 0.999505 |
|     14.2636 | 0.977109 |
|     14.2722 | 0.993926 |
|     14.2811 | 0.994741 |
|     14.2894 | 0.983584 |
|     14.2983 | 0.980285 |
|     14.3069 |  0.96769 |
|     14.3156 | 0.991072 |
|     14.3242 | 0.986401 |
|     14.3328 |   0.9754 |
|     14.3414 | 0.987882 |
|       14.35 | 0.983346 |
|     14.3586 | 0.986716 |
|     14.3672 | 0.984283 |
|     14.3758 | 0.982235 |
|     14.3844 | 0.981348 |
|     14.3933 | 0.992998 |
|     14.4019 |  0.99775 |
|     14.4106 | 0.989457 |
|     14.4192 | 0.984991 |
|     14.4278 | 0.985971 |
|     14.4364 | 0.998542 |
|      14.445 | 0.997778 |
|     14.4536 | 0.985348 |
|     14.4622 | 0.982407 |
|     14.4711 | 0.999195 |
|     14.4794 | 0.986343 |
|     14.4969 | 0.977165 |
|     14.5142 | 0.979872 |
|     14.5228 | 0.988776 |
|     14.5314 | 0.992588 |
|       14.54 | 0.993985 |
|     14.5486 | 0.991602 |
|     14.5661 | 0.997249 |
|     14.5747 | 0.998571 |
|     14.5919 | 0.990299 |
|     14.6005 | 0.984011 |
|     14.6266 | 0.986092 |
|     14.6349 |  1.00764 |
|     14.6439 | 0.988904 |
|     14.6522 | 0.995434 |
|     14.6783 | 0.984594 |
|      14.687 | 0.998476 |
|     14.6956 | 0.993045 |
|     14.7042 |  1.01037 |
|     14.7128 | 0.989611 |
|     14.7389 | 0.993552 |
|     14.7475 | 0.992323 |
|     14.7561 | 0.987138 |
|     14.7647 |  0.98025 |
|     14.7819 |  0.98253 |
|     14.7905 |  0.97993 |
|     14.8167 | 0.981167 |
|      14.825 | 0.987222 |
|     14.8339 | 0.979378 |
|     14.8425 | 0.984687 |
|     14.8511 | 0.983622 |
|     14.8597 | 0.986777 |
|     14.8683 | 0.998023 |
|     14.8772 |  0.98989 |
|     14.8855 | 0.987225 |
|     14.8941 |  1.00007 |
|     14.9203 | 0.985897 |
|     14.9289 | 0.991644 |
|     14.9375 | 0.988664 |
|     14.9461 | 0.976046 |
|     14.9547 | 0.974625 |
|     14.9633 | 0.995056 |
|     14.9894 |  0.98495 |
|     15.0239 |  0.98317 |
|     15.0325 | 0.992453 |
|     15.0411 | 0.999339 |
|     15.0497 | 0.975625 |
|     15.0583 | 0.990825 |
|     15.0672 | 0.983481 |
|     15.0844 | 0.977835 |
|      15.093 | 0.992257 |
|     15.1016 | 0.992223 |
|     15.1102 | 0.972511 |
|     15.1274 | 0.989961 |
|     15.1361 | 0.988644 |
|     15.1447 | 0.990987 |
|     15.1534 |  0.98632 |
|     15.1622 | 0.987599 |
|     15.1706 | 0.982493 |
|     15.1794 | 0.972401 |
|      15.188 | 0.979071 |
|     15.1967 | 0.984047 |
|     15.2053 | 0.982657 |
|     15.2139 | 0.981949 |
|     15.2225 | 0.971953 |
|     15.2311 |  0.98731 |
|     15.2397 | 0.982716 |
|     15.2484 | 0.978791 |
|     15.2572 | 0.989586 |
|     15.2658 | 0.985766 |
|     15.2744 | 0.985774 |
|      15.283 | 0.981746 |
|     15.2916 | 0.983604 |
|     15.3003 | 0.990506 |
|     15.3089 | 0.989308 |
|     15.3175 |  1.00124 |
|     15.3261 | 0.982848 |
|      15.335 | 0.990511 |
|     15.3433 | 0.979536 |
|     15.3608 | 0.985591 |
|     15.3694 |  1.00019 |
|     15.3781 | 0.982119 |
|     15.4039 | 0.978969 |
|     15.4125 | 0.991965 |
|     15.4211 | 0.973386 |
|       15.43 | 0.993418 |
|     15.4386 | 0.999151 |
|     15.4472 | 0.987076 |
|     15.4559 | 0.980715 |
|     15.4817 | 0.997536 |
|     15.4903 | 0.981982 |
|     15.4989 | 0.990734 |
|     15.5078 | 0.997199 |
|     15.5161 | 0.984753 |
|      15.525 | 0.977865 |
|     15.5336 | 0.981443 |
|     15.5422 | 0.986155 |
|     15.5508 | 0.993558 |
|     15.5594 | 0.984998 |
|     15.5683 | 0.987248 |
|     15.5767 | 0.978679 |
|     15.5855 | 0.985326 |
|     15.5939 | 0.994216 |
|     15.6028 | 0.993125 |
|     15.6114 | 0.991692 |
|       15.62 |  1.00025 |
|     15.6286 | 0.983166 |
|     15.6372 | 0.989981 |
|     15.6458 | 0.988477 |
|     15.6545 | 0.984237 |
|     15.6631 | 0.991314 |
|     15.6717 |  0.98186 |
|     15.6805 | 0.980985 |
|     15.6889 | 0.974445 |
|     15.6978 | 0.987777 |
|      15.715 | 0.988534 |
|     15.7236 | 0.993207 |
|     15.7322 |  0.99273 |
|     15.7408 | 0.991814 |
|     15.7495 | 0.994643 |
|     15.7581 | 0.984831 |
|     15.7667 | 0.997137 |
|     15.7756 | 0.987437 |
|     15.7842 | 0.987612 |
|     15.7928 |  1.00214 |
|     15.8014 |  0.98749 |
|     15.8272 |  1.00253 |
|     15.8358 | 0.999801 |
|     15.8444 | 0.996232 |
|     15.8533 | 0.993653 |
|     15.8792 | 0.995855 |
|     15.8878 | 0.986112 |
|     15.8964 | 0.998527 |
|      15.905 | 0.984431 |
|     15.9312 |  1.00266 |
|     15.9395 | 0.990299 |
|     15.9484 | 0.996307 |
|      15.957 | 0.990625 |
|     15.9656 | 0.995454 |
|     15.9742 | 0.981789 |
|     15.9828 |  1.00635 |
|     15.9914 | 0.988679 |
|        16.0 | 0.989267 |
|     16.0089 | 0.988876 |
|     16.0347 | 0.999102 |
|     16.0433 |   0.9869 |
|     16.0519 | 0.997484 |
|     16.0605 | 0.986064 |
|     16.0692 | 0.983603 |
|     16.0778 | 0.994968 |
|     16.0867 | 0.991102 |
|      16.095 | 0.991267 |
|     16.1036 | 0.984455 |
|     16.1125 | 0.988474 |
|     16.1211 | 0.998909 |
|     16.1383 | 0.994156 |
|     16.1469 | 0.981705 |
|     16.1556 |  0.98463 |
|     16.1642 |   0.9928 |
|     16.1814 | 0.996843 |
|       16.19 | 0.995575 |
|     16.1989 | 0.989384 |
|     16.2072 | 0.991107 |
|     16.2161 | 0.990189 |
|     16.2247 | 0.984344 |
|     16.2333 | 0.976333 |
|     16.2505 | 0.989679 |
|     16.2592 | 0.984352 |
|     16.2678 |  1.00604 |
|     16.2764 | 0.993102 |
|      16.285 | 0.982835 |
|     16.2939 | 0.989189 |
|     16.3025 | 0.981405 |
|     16.3111 | 0.985262 |
|     16.3197 | 0.994633 |
|     16.3283 | 0.990095 |
|     16.3369 | 0.992752 |
|     16.3455 | 0.995185 |
|     16.3541 | 0.991309 |
|     16.3627 | 0.992912 |
|     16.3716 | 0.993092 |
|     16.3799 | 0.986294 |
|     16.3889 |  1.00676 |
|     16.3975 | 0.987813 |
|     16.4233 | 0.979183 |
|     16.4319 | 0.987917 |
|     16.4406 | 0.988734 |
|     16.4492 | 0.996184 |
|     16.4578 | 0.983818 |
|     16.4667 | 0.988837 |
|     16.4753 | 0.972279 |
|     16.4839 | 0.987631 |
|     16.4925 | 0.982927 |
|     16.5011 | 0.985474 |
|     16.5097 | 0.989063 |
|     16.5183 | 0.992095 |
|     16.5272 | 0.983576 |
|     16.5355 |  1.00172 |
|     16.5444 | 0.981338 |
|     16.5528 | 0.986169 |
|     16.5616 | 0.988967 |
|     16.5789 | 0.993821 |
|     16.5875 | 0.990483 |
|     16.5961 | 0.979349 |
|     16.6047 | 0.990384 |
|     16.6133 | 0.986134 |
|     16.6222 | 0.992074 |
|     16.6305 | 0.996301 |
|     16.6394 | 0.991667 |
|      16.648 |  1.00167 |
|     16.6567 | 0.976065 |
|     16.6653 | 0.987326 |
|     16.6739 | 0.984973 |
|     16.6825 |  0.99677 |
|     16.6911 | 0.984885 |
|     16.6997 | 0.974731 |
|     16.7083 | 0.991617 |
|     16.7256 | 0.975683 |
|     16.7344 | 0.985374 |
|      16.743 | 0.993268 |
|     16.7516 | 0.984979 |
